market_date,mean_sentiment,tweet_count
2020-07-01,-0.24510746594104502,18
2020-07-02,-0.14101634964798437,33
2020-07-03,-0.13794791026283865,23
2020-07-04,0.012743497924769627,17
2020-07-05,-0.19783403153220813,15
2020-07-06,-0.2756336819490089,34
2020-07-07,-0.359015265543913,29
2020-07-08,-0.08061776516076766,38
2020-07-09,-0.15576629471033812,40
2020-07-10,-0.06125021741415063,24
2020-07-11,-0.18368875155491488,14
2020-07-12,-0.12320405348307556,18
2020-07-13,-0.10226617520675063,40
2020-07-14,-0.21683776227291673,32
2020-07-15,-0.1642590051121784,33
2020-07-16,-0.1913433812166515,38
2020-07-17,-0.20014075324710073,29
2020-07-18,-0.08829730609431863,24
2020-07-19,-0.059025685768574476,16
2020-07-20,-0.21491080767861226,41
2020-07-21,-0.21886270210660738,29
2020-07-22,-0.05978790712025431,27
2020-07-23,-0.28689479162084297,47
2020-07-24,-0.018191524781286716,36
2020-07-25,-0.07458766721189022,25
2020-07-26,-0.05368107489564202,11
2020-07-27,-0.11129874133450143,34
2020-07-28,-0.16692829033127055,32
2020-07-29,-0.17041443660855293,32
2020-07-30,-0.23222185937421663,42
2020-07-31,0.015615783631801605,4
