market_date,mean_sentiment,tweet_count
2020-01-01,0.012484073638916016,1
2020-01-02,-0.039602529257535934,2
2020-02-01,-0.0021168032418126645,23
2020-02-02,-0.5908348311980566,3
2020-03-01,-0.05380141040166983,26
2020-03-02,0.07726001664996147,5
2020-04-01,-0.06906463811174035,8
2020-04-02,0.09958258147041003,3
2020-05-01,0.05258953071346408,19
2020-05-02,-0.01867550052702427,2
2020-06-01,-0.18000780769130764,17
2020-06-02,-0.3801715125640233,6
2020-07-01,-0.14461452975545241,23
2020-07-02,-0.3244296115423952,7
2020-08-01,-0.22266590021550656,25
2020-08-02,-0.2848366546843733,7
2020-09-01,-0.10548210578660171,18
2020-09-02,0.06136877601966262,8
2020-10-01,-0.013957247789949178,20
2020-10-02,0.0663226030766964,5
2020-11-01,-0.14734916277229787,15
2020-12-01,-0.17712538109885323,9
2020-12-02,0.010257583111524582,1
