market_date,mean_sentiment,tweet_count
2020-01-02,-0.2371359184384346,15
2020-01-03,0.24815571308135986,1
2020-02-02,-0.2018902786076069,10
2020-02-03,0.3461294835433364,2
2020-03-02,-0.28268775730752027,26
2020-03-03,-0.6757295926411947,3
2020-04-02,-0.1676139250575077,42
2020-04-03,-0.04420173168182373,1
2020-05-02,-0.22296163067221642,23
2020-05-03,-0.19857774227857589,5
2020-06-02,-0.31622835921078196,41
2020-06-03,0.016342082992196083,2
2020-07-02,-0.1276409700512886,27
2020-07-03,-0.07016999026139577,3
2020-08-02,-0.41717763245105743,9
2020-08-03,-0.270467072725296,1
2020-09-02,-0.10928964298218488,20
2020-09-03,0.05548663685719172,3
2020-10-02,-0.20076026086462662,32
2020-10-03,-0.10373505896755628,7
2020-11-01,-0.49891204833984376,5
2020-11-02,-0.09151709731668234,30
2020-11-03,0.15762196481227875,5
2020-12-02,-0.20522079668168364,29
2020-12-03,-0.5181207805871964,3
