market_date,text,finbert_score
2020-01-02,rt the building of new routes across the russia china in recent years has symbolised the burgeoning trade and political ties be,0.8484330773353577
2020-01-02,the powder keg of this year s sundance film festival promising young woman starring carey mulligan with an audacious pitch black climax that will be a huge talking point when it comes to cinemas in the spring read more,0.29455801844596863
2020-01-02,coronavirus freezes return of china s legions of migrant workers,-0.8443248271942139
2020-01-02,they own 27% of asos 220 000 acres of scotland and now a gorgeous eight room hideaway in the highlands,0.04220399260520935
2020-01-02,what does it mean to be a man the barbican in london unveils its new and illuminating exhibition masculinities,0.09635411947965622
2020-01-02,french retailer sued for 115m by liquidator to comet,-0.8959197998046875
2020-01-02,if siberia were a country it would be the world s biggest and it remains all but undiscovered by tourism,0.16574238240718842
2020-01-02,indian markets tumble after budget disappoints,-0.9398730993270874
2020-01-02,philip stephens the brexit vote was not framed as a choice between the us and the eu the outcome though is the same,0.009589537978172302
2020-01-02,heading to sicily don t miss these catania eateries,0.00316426157951355
2020-01-02,we re on three month contracts so it might have been possible to say no to doing this flight but it could have meant losing work in future,-0.9539235234260559
2020-01-02,the uk has formally left the eu but the brexit process having played out for three and a half years has already left an indelible mark the ft charted the impact of the brexit years so far,-0.8403742909431458
2020-01-02,janan ganesh it is hard to do anything kinder for the environment than have fewer children,0.04476005211472511
2020-01-02,wework appoints property veteran as chief executive,-0.03101574257016182
2020-01-02,democrats battle in iowa over electability question,-0.556412935256958
2020-01-03,in deepest rural rajasthan style and sustainability have shaken hands gets a first look at a reborn chhatrasagar retreat,0.24815571308135986
2020-02-02,asset managers enjoy bumper 16% pay surge,0.3875358998775482
2020-02-02,china unveils emergency market support in response to deadly coronavirus,0.5265153050422668
2020-02-02,steven mnuchin is wrong about climate economics,-0.3143151104450226
2020-02-02,luke edward hall feature walls belong in diy programmes from the early 2000s not in your home today,-0.026198305189609528
2020-02-02,man shot dead after london terror attack,-0.49885404109954834
2020-02-02,tesla short sellers take record losses in battle with elon musk,-0.9395443201065063
2020-02-02,it was utterly exhausting sometimes i went home almost despondent how could i ever master this but slowly and steadily i was learning,-0.11527447402477264
2020-02-02,can argentina escape a debt default,-0.03662650287151337
2020-02-02,eu member states reject cuts to development fund,-0.49673163890838623
2020-02-02,republicans look to turn impeachment against biden,-0.5054095983505249
2020-02-03,what lengths would you go to in pursuit of the perfect pot plant,0.023665739223361015
2020-02-03,uk and eu begin sparring in mammoth trade talks fight,0.6685932278633118
2020-03-02,chinese stocks plunge as coronavirus fears grip market,-0.9383694529533386
2020-03-02,rana foroohar we might be about to see something new a global slowdown led by china rather than the us,-0.23433063924312592
2020-03-02,us pressure on south korea to contribute more to the cost of its defence has dented british hopes of winning an $800m naval helicopter contract,-0.9529557824134827
2020-03-02,global dealmaking got off to its slowest start in seven years in 2020 with $164bn worth of mergers and acquisitions making january the quietest month since april 2013,-0.9384452700614929
2020-03-02,boris johnson will outline his vision for future eu relations in a speech on monday that will argue against the compulsion of a treaty michel barnier the eu s chief brexit negotiator will say the opposite,0.12283708900213242
2020-03-02,patrick jenkins taking an uber has entered the lexicon as surely as making a xerox but one thing ride hailing services have failed to do is make a profit hopes are pinned on autonomous cars but there is a snag,-0.06427126377820969
2020-03-02,the economic cost of building siloed systems in a world where citizens travel globally is really stupid and where crime travels globally is even more stupid and where technology is completely global is even three times more stupid,-0.4076089859008789
2020-03-02,about half of japan s 3 700 listed companies are trading below book value activist investors see an opportunity and are beginning to mount public shaming media campaigns and hostile takeover bids,-0.8775999546051025
2020-03-02,both donald trump and boris johnson have pointed to a sweeping bilateral trade deal as one of the biggest prizes of brexit but the talks may falter earlier than either expected over security and car tariffs,-0.9388450980186462
2020-03-02,ft exclusive nissan has drawn up a plan to pull out of mainland europe if brexit leads to tariffs on car exports and focus instead on the uk where the japanese company believes it could sell one in five cars,-0.4784279465675354
2020-03-02,the biggest strain between the two countries over huawei s access to britain s 5g networks came to the forefront last week as london decided to give the chinese telecommunications company a limited role in building its platforms,-0.6271440386772156
2020-03-02,investors betting against tesla suffered record losses of $5 8bn in january after the stock hit a new high marking a win for chief executive elon musk in a long running battle with short sellers,-0.9460229873657227
2020-03-02,beijing is poised to pump extra cash into china s financial system about rmb1 2tn $173bn on monday as part of a package of emergency measures to shield the economy from the effects of the deadly coronavirus outbreak,0.8208325505256653
2020-03-02,rt new the government department run by liz truss the minister for women has seen its gender pay gap widen over the pas,-0.31862977147102356
2020-03-02,pilita clark if someone is confident enough to wear an old t shirt in a building full of suits we are inclined to admire them because we think they have the power or ability to risk it,0.496799498796463
2020-03-02,vegan eateries have popped up across london catering to those who don t eat meat or use animal products here is a guide to some top vegan offerings for breakfast lunch and dinner in and around the capital,0.028933381661772728
2020-03-02,janan ganesh even if an infant grows to become a prius driving vegan who forswears air travel and line dries the laundry he or she will still contribute to climate change,-0.015512462705373764
2020-03-02,rt delighted to say the business of football summit is back march 5 london stellar speaker list includes andrea a,0.016950005665421486
2020-03-02,turkey s president has warned russia not to stand in the way as it seeks to retaliate for the killing of six turkish soldiers by syrian government forces,-0.6311333775520325
2020-03-02,goldman sachs is in advanced talks with amazon to offer small business loans in the us as the wall street bank turns to big tech to break into mainstream areas of financial services,0.8244781494140625
2020-03-02,rt i see myself not as an architect but as a poet a new series of the funny and wise ftworktribes from and,0.05908174067735672
2020-03-02,rt what if your great idea is the next black mirror episode my column on how to pre empt a tech dystopia,0.04445696249604225
2020-03-02,sales of black tea have seen a steep decline,-0.7317696213722229
2020-03-02,rt worried about your pension transfer advice here s what to do,0.001909557729959488
2020-03-02,oil slides into bear market as coronavirus fears intensify,-0.7814289331436157
2020-03-02,boris johnson s two visions of britain start up nation or cohesion country,0.1163349598646164
2020-03-03,alphabet shares slides as ad growth disappoints,-0.9618035554885864
2020-03-03,us conservative pundit rush limbaugh reveals lung cancer,-0.1243598461151123
2020-03-03,softbank backed hotel group oyo curbs growth ambitions,-0.9410253763198853
2020-04-02,good morning hong kong while you were sleeping this was our most read story,0.09399207681417465
2020-04-02,bernie sanders leads in polling ahead of iowa caucuses,0.08981064707040787
2020-04-02,voting has kicked off in the iowa caucuses the first democratic presidential contest follow our live coverage,0.05723895877599716
2020-04-02,airasia chief tony fernandes steps aside during airbus probe,-0.4362536072731018
2020-04-02,global junk bond issuance hits monthly record,-0.5653318166732788
2020-04-02,the ft view perhaps even more worrying for the global economy and investors than the direct impact of the virus has been the response from chinese authorities,-0.3358435332775116
2020-04-02,just in hong kong has reported its first death from coronavirus the second fatality from the deadly epidemic outside of mainland china,-0.7730183601379395
2020-04-02,for the first time alphabet revealed insights on the performance of two of its most important businesses youtube and google cloud computing,0.34762904047966003
2020-04-02,oyo the india based hotel group backed by softbank is retreating from its ambition to be the world s largest chain by 2023 after pulling out of 200 cities last month,-0.9552249312400818
2020-04-02,australia is a canary in the coal mine for climate change writes mike rann the former premier of south australia time is running out,-0.2957610785961151
2020-04-02,the ft view business needs clarity to plan for the new arrangements boris johnson needs to set out which sectors he will seek to include within a deal and which his government believes are in secular decline,0.06860923767089844
2020-04-02,rapid diagnosis is crucial to slowing the spread of the coronavirus epidemic public health officials said it s pretty much all we have at the moment,0.06431213766336441
2020-04-02,boris johnson said that if it proves impossible to reach a deal with the eu there is always the alternative model of australia that remark prompted head scratching in brussels here s where both sides stand on trade talks,-0.7812797427177429
2020-04-02,the eu s parting words to the uk after nearly half a century were a perhaps revealing misstatement thank you goodbye and good riddance,-0.1147148609161377
2020-04-02,robert shrimsley tensions are slowly building in the government between two only partially aligned visions of brexit britain the cohesion country versus the start up nation,-0.8582200407981873
2020-04-02,michael skapinker with or without an oxford comma the 50p brexit coin s wording falls flat the leaders of the leave campaign could surely have thought of something punchier,-0.12721583247184753
2020-04-02,the eu s final words to the uk as it departed the union after nearly half a century were thank you goodbye and good riddance,-0.019047163426876068
2020-04-02,hong kong reported its first fatality from the coronavirus outbreak while beijing has said there have now been 20 438 confirmed cases and 425 deaths from the virus follow our live blog for the latest,-0.23736034333705902
2020-04-02,the story of the rise and fall of the two doctors underlines the tight control china s leaders try to maintain over the official narrative especially when confronting a potentially destabilising crisis such as an epidemic,-0.23894666135311127
2020-04-02,here are five ways to stay healthy in frankfurt that are available all year round,0.05787156522274017
2020-04-02,economists are terrified of how slow growth low inflation and low interest rates could hit the us economy the ft s us economics editor brendan greeley explains why,-0.7502537369728088
2020-04-02,rt the taint of incompetence will be hard to shake off s take on the iowa debacle v,-0.5492453575134277
2020-04-02,rt we re doing a live recording of our ft politics podcast on feb 26 personally i think all the men have faces for radi,0.08052624762058258
2020-04-02,the auto industry warns that the uk government s new target to ban the sale of petrol diesel and hybrid cars by 2035 will lead to consumers holding on to polluting cars for longer,-0.934106707572937
2020-04-02,rt an angry here the kremlin could not have contrived a better start to the democratic presidential race if they,0.04541677236557007
2020-04-02,how can students new graduates and those who advise and recruit them find a meaningful way to plan for the decades ahead,0.11977651715278625
2020-04-02,in that context of the climate emergency the cost of writing off stranded assets could be seen as a small price to pay but the amounts involved would be breathtaking,0.046700768172740936
2020-04-02,economic exchange can produce welfare gains for both sides but it can also be used as a strategic weapon,0.35972025990486145
2020-04-02,one thing tech enabled taxi services have failed to do so far at least is to make a profit hopes are pinned on the economics of autonomous cars,-0.08413588255643845
2020-04-02,anyone wishing to understand the tensions slowly building in the british government should study the policy arguments of the past few days,-0.008323583751916885
2020-04-02,what gets measured gets managed the climate impact of business and consumer decisions is not being fully measured and thus not being properly managed,-0.34748151898384094
2020-04-02,as the news landscape shifts my relatives now discuss preventive measures with more urgency than before,0.07632247358560562
2020-04-02,from diy centres to tv broadcasters and blue chip tech giants to robot makers companies are being forced to publicly engage with activists at a frequency and intensity japan has never seen before,-0.8477617502212524
2020-04-02,after the uk labour party s humiliating general election defeat moderate democratic presidential candidates in the us urged the democrats to learn the lessons of brexit and donald trump don t veer too far left and make radical promises,0.022096723318099976
2020-04-02,the kremlin could not have contrived a better start to the democratic presidential race if they had tried nor could donald trump,0.3160407841205597
2020-04-02,donald trump will place his economic record at the heart of his re election campaign despite the slump in manufacturing that unfolded last year under his watch,0.7256436944007874
2020-04-02,when it comes to dealing with shareholders has google s parent alphabet turned over a new leaf,0.0384712889790535
2020-04-02,tesla is now the world s second largest automaker by market value,0.33225002884864807
2020-04-02,shadow is closely linked to acronym a non profit group that uses voter data to power sophisticated digital advertising and generate democrat friendly news stories via social media,0.08623526990413666
2020-04-02,hyundai said it had to shut down all its car factories in south korea after running out of components from china,-0.9581577777862549
2020-04-02,thinking of booking your next escape here s s best new travel destinations from the wild sahara to loft living in hong kong,0.08209718763828278
2020-04-02,rt the eu s final words to the uk as it departed the union after nearly half a century were thank you goodbye and good rid,0.06713775545358658
2020-04-03,just published front page of the financial times international edition wednesday february 5,-0.04420173168182373
2020-05-02,ft exclusive michael ronen a top us executive at softbank s $100bn vision fund is leaving after expressing concerns about issues at the technology conglomerate that has suffered a string of recent setbacks,-0.9369710683822632
2020-05-02,as chinese equities suffered their biggest sell off in more than four years on monday speculation grew that china s national team of state backed buyers would cushion the blow but this time they largely kept the powder dry,-0.46702840924263
2020-05-02,boris johnson s allies have a nickname for sajid javid chino or chancellor in name only tensions are only escalating between number 10 and the treasury ahead of the first budget,-0.8340492844581604
2020-05-02,boris johnson is expected to decide within days whether to give the go ahead for the hs2 high speed railway britain s biggest infrastructure project since the second world war here are the pros and cons,0.003411959856748581
2020-05-02,the coronavirus outbreak has unsettled global markets and raised fears about economic growth it s also hit the humble coffee bean,-0.7236573696136475
2020-05-02,martin wolf boris johnson believes britain has not only the right to shoot itself in both feet but a duty to do so rather than allow eu institutions any role in its affairs but sovereignty is not the same as power,0.022214554250240326
2020-05-02,robert armstrong economists and occultists have a word for things that walk the earth dimly aware that they are no longer alive zombies instead of resting in their graves some corporations have reanimated,-0.2125551998615265
2020-05-02,hong kong s flag carrier cathay pacific airways has asked all of its staff to take three weeks of unpaid leave as the spread of coronavirus has sent demand for its flights spiralling downward,-0.9599352478981018
2020-05-02,speaking to lawmakers on the floor of the house of representatives where he was impeached less than two months ago mr trump said the us was thriving and highly respected again,0.7271519899368286
2020-05-02,robert armstrong the most frightening side effect of central bank policy may not be zombie companies but rather zombie investors,-0.27004000544548035
2020-05-02,the amount of money that a spouse will automatically inherit if their partner dies without a will is set to rise by 20 000 but experts warn this will not solve the financial nightmare of intestacy,-0.2979692816734314
2020-05-02,the coronavirus outbreak has unsettled global markets hitting equity and commodity prices as concerns grow about its impact on economic growth a less obvious casualty has been the humble coffee bean,-0.7039417028427124
2020-05-02,in light of new guidance from the eu vodafone will strip huawei systems out of its core network across europe a process that would take five years,-0.8292929530143738
2020-05-02,big hit entertainment s success is due almost entirely to the global rise of k pop group bts,0.7672857642173767
2020-05-02,at a guard of honour at the presidential palace in kyiv turkey s president shouted glory to ukraine a nationalist slogan deeply associated with anti russia sentiment,0.3091638386249542
2020-05-02,opinion you cannot release an app into one of the most watched primaries in years and expect there not to be chaos,0.011124558746814728
2020-05-02,rt life s for the living let the dead rest in peace why zombie companies should be shoved into their graves via,-0.01925285905599594
2020-05-02,trump is kryptonite to a small segment of traditional metropolitan business republicans who have defected to the democrats said aaron renn publisher of heartland intelligence,-0.03095167875289917
2020-05-02,rt what is brookfield that is one of the hardest questions to answer in modern finance spent months looking,-0.10514402389526367
2020-05-02,apple may have to delay the launch of its next iphone after coronavirus disrupted production in china home to the world s largest iphone factory,-0.9458180069923401
2020-05-02,electric vehicle sales rose from 1 334 in january 2019 to 4 054 last month,0.9306066036224365
2020-05-02,rt although we have no cases reported from africa that cannot be true said thomas breuer epidemiologist with gsk vaccines,-0.0016007646918296814
2020-05-02,mitt romney to break with republicans on trump impeachment vote,-0.5608689188957214
2020-05-03,just published front page of the financial times international edition thursday february 6,-0.04123133420944214
2020-05-03,latest the senate has acquitted donald trump on both impeachment charges despite mitt romney becoming the first senator in us history to vote to convict a president from his own party,-0.4442424178123474
2020-05-03,just published front page of the financial times uk edition thursday february 6,-0.046435706317424774
2020-05-03,us weighs venezuela related sanctions against oil companies,-0.6527374982833862
2020-05-03,mattress firm casper receives sleepy ipo reception,0.19175824522972107
2020-06-02,the ft s transatlantic culture podcast returns today with a brand new season lilah and gris will be bringing you conversations with noah baumbach kaitlin prest eimear mcbride ira glass and many others listen to the trailer for more,0.07240969687700272
2020-06-02,rt just as low yields on risk free assets lead to fevered bidding for speculative assets from wework to tesla so ample,-0.40674707293510437
2020-06-02,coronavirus latest china says more than 500 have died in outbreak,-0.42115017771720886
2020-06-02,rt western nations have fretted in recent years over turkey s growing closeness with russia but the high tensions over syria,-0.6624814867973328
2020-06-02,chinese county locked down over new coronavirus fears,-0.8521338105201721
2020-06-02,s amp p warned that the coronavirus outbreak will disrupt the global auto supply chain while shares in hong kong listed toilet paper manufacturers surged on rumours of shortages read our live coverage here,-0.8586345911026001
2020-06-02,it is worrying the coming 14 days will be key said carrie lam hong kong s chief executive warning that the coronavirus situation had entered a critical new stage,-0.8341309428215027
2020-06-02,just in virgin australia says it is ending flights from australia to hong kong which has been battered by months of civil unrest and more recently the coronavirus outbreak follow our live coverage here,-0.933198869228363
2020-06-02,executives at some of china s largest refineries expect nationwide demand will fall by a staggering 3 2m barrels a day in february equivalent to more than 3% of global consumption,-0.9676656723022461
2020-06-02,just in china announced it would halve punitive tariffs on some goods imported from the us,0.5175942182540894
2020-06-02,rt big news is back for season 2 in five hours get ready for an awesome season ft noah baumbach ira glass,0.12541231513023376
2020-06-02,sajid javid will ask members of the public and the business community which eu rules the british government should improve or remove the issue at the heart of boris johnson s post brexit trade policy,-0.04628640413284302
2020-06-02,the ft view finance has been notable by its absence from the first stage of the brexit negotiations that cannot continue,-0.8553799986839294
2020-06-02,gritted teeth an adamantine dimpled jaw and a voice sounding like a meat grinder for a postwar movie generation kirk douglas who has died aged 103 was the definition of macho,-0.41626495122909546
2020-06-02,rt new to ask the public in budget which eu rules they d like to scrap ministers have been strangely retice,-0.4997035264968872
2020-06-02,ever since margaret thatcher demanded her money back at the 1984 fontainebleau summit britain could be relied on to lead the charge for a tight eu budget now small wealthy nations are feeling britain s absence,-0.405162513256073
2020-06-02,robert shrimsley boris johnson may be calling for a national reconciliation but hardcore remainers would prefer a truth and reconciliation commission,0.06993995606899261
2020-06-02,poyang a rural region downriver from wuhan had transport links severed by its neighbours inside the county local authorities switched all the traffic signals to red and banned non emergency vehicles from the roads,-0.8312429785728455
2020-06-02,scotland s finance minister derek mackay has resigned just hours before he was due to present the country s budget following allegations he sent hundreds of messages to a 16 year old boy,-0.9233119487762451
2020-06-02,ft writers give their tips on how to maintain mental and physical wellbeing,0.02926803007721901
